,Symbol,Max Drawdown,Hit Rate,Holding Shares,Short Shares,Max Holding,Max Short,Out of Capital,Short Orders,Long Orders,Initial Capital,Current Capital,Holding Capital,Total Equity,Profit,Profit Percentage
13,MARUTI,10.0,33.33,0.0,0.0,1.0,1.0,208.0,1.0,5.0,100000.0,99998.19,0.0,99998.19,-1.81,-0.0
14,NTPC,19.34,41.2,0.0,0.0,75.0,32.0,0.0,101.0,115.0,100000.0,99365.62,0.0,99365.62,-634.38,-0.63
15,TATASTEEL,19.17,38.94,134.0,0.0,204.0,81.0,0.0,90.0,138.0,100000.0,81957.79,18083.3,100041.09,41.09,0.04
16,ULTRACEMCO,10.11,43.48,0.0,0.0,1.0,1.0,173.0,19.0,27.0,100000.0,100487.89,0.0,100487.89,487.89,0.49
17,SUNPHARMA,26.09,44.54,5.0,0.0,20.0,7.0,0.0,109.0,121.0,100000.0,90481.45,9450.0,99931.45,-68.55,-0.07
18,WIPRO,19.27,45.45,31.0,0.0,107.0,46.0,0.0,103.0,129.0,100000.0,93220.97,9179.1,102400.07,2400.07,2.4
19,HCLTECH,18.69,40.26,5.0,0.0,15.0,7.0,0.0,117.0,115.0,100000.0,89270.65,9624.0,98894.65,-1105.35,-1.11
20,ABFRL,19.3,36.82,0.0,0.0,122.0,66.0,0.0,86.0,115.0,100000.0,98673.97,0.0,98673.97,-1326.03,-1.33
21,VOLTAS,19.11,37.44,0.0,0.0,17.0,10.0,0.0,108.0,103.0,100000.0,98692.18,0.0,98692.18,-1307.82,-1.31
22,CHOLAFIN,15.97,40.31,8.0,0.0,17.0,9.0,0.0,87.0,105.0,100000.0,90413.29,9502.4,99915.69,-84.31,-0.08
23,CROMPTON,18.39,39.06,0.0,0.0,67.0,37.0,0.0,94.0,98.0,100000.0,99894.78,0.0,99894.78,-105.22,-0.11
24,DEEPAKNTR,17.33,45.18,0.0,0.0,9.0,4.0,0.0,107.0,90.0,100000.0,101067.97,0.0,101067.97,1067.97,1.07
25,GLENMARK,18.56,43.19,0.0,0.0,23.0,11.0,0.0,99.0,114.0,100000.0,98270.98,0.0,98270.98,-1729.02,-1.73
26,JUBLFOOD,11.07,37.62,13.0,0.0,42.0,22.0,0.0,116.0,95.0,100000.0,89389.91,9308.0,98697.91,-1302.09,-1.3
27,MUTHOOTFIN,17.69,54.73,0.0,0.0,14.0,7.0,0.0,104.0,97.0,100000.0,101758.28,0.0,101758.28,1758.28,1.76
28,PAGEIND,0.0,0.0,0.0,0.0,0.0,0.0,205.0,0.0,0.0,100000.0,100000.0,0.0,100000.0,0.0,0.0
29,PERSISTENT,16.07,47.2,0.0,0.0,6.0,2.0,0.0,111.0,103.0,100000.0,100543.04,0.0,100543.04,543.04,0.54
30,POLYCAB,14.95,46.98,0.0,0.0,4.0,2.0,0.0,106.0,109.0,100000.0,100028.06,0.0,100028.06,28.06,0.03
31,SRF,15.52,42.29,0.0,0.0,9.0,4.0,0.0,102.0,99.0,100000.0,98836.81,0.0,98836.81,-1163.19,-1.16
32,TATAELXSI,14.79,40.08,0.0,0.0,3.0,1.0,0.0,116.0,121.0,100000.0,100438.26,0.0,100438.26,438.26,0.44
33,UBL,18.21,31.55,4.0,0.0,11.0,5.0,0.0,85.0,103.0,100000.0,89875.48,8160.0,98035.48,-1964.52,-1.96
34,ZYDUSLIFE,18.86,42.66,0.0,0.0,26.0,14.0,0.0,88.0,130.0,100000.0,99109.87,0.0,99109.87,-890.13,-0.89
35,AEGISLOG,12.71,33.33,0.0,0.0,55.0,29.0,0.0,107.0,109.0,100000.0,96567.79,0.0,96567.79,-3432.21,-3.43
36,BALAMINES,11.4,36.56,0.0,0.0,8.0,5.0,0.0,146.0,81.0,100000.0,98839.08,0.0,98839.08,-1160.92,-1.16
37,CERA,10.5,39.18,1.0,0.0,2.0,1.0,12.0,96.0,99.0,100000.0,91282.63,7635.75,98918.38,-1081.62,-1.08
38,DALBHARAT,17.42,41.29,5.0,0.0,10.0,5.0,0.0,80.0,76.0,100000.0,89959.8,8843.75,98803.55,-1196.45,-1.2
39,FINEORG,17.15,36.99,2.0,0.0,4.0,2.0,0.0,121.0,99.0,100000.0,91205.15,8936.0,100141.15,141.15,0.14
40,GRANULES,18.71,39.6,0.0,0.0,46.0,25.0,0.0,83.0,119.0,100000.0,99546.47,0.0,99546.47,-453.53,-0.45
41,AJANTPHARM,11.43,40.58,0.0,0.0,8.0,4.0,0.0,92.0,115.0,100000.0,98208.52,0.0,98208.52,-1791.48,-1.79
42,INDIGO,18.35,43.81,0.0,0.0,6.0,3.0,0.0,115.0,95.0,100000.0,99906.12,0.0,99906.12,-93.88,-0.09
43,KEI,18.49,43.78,0.0,0.0,6.0,3.0,0.0,107.0,110.0,100000.0,99031.4,0.0,99031.4,-968.6,-0.97
44,LEMONTREE,11.18,41.44,64.0,0.0,163.0,83.0,0.0,86.0,137.0,100000.0,89291.99,9792.0,99083.99,-916.01,-0.92
45,MAZDOCK,10.16,47.22,4.0,0.0,19.0,10.0,0.0,83.0,134.0,100000.0,92652.78,8903.6,101556.38,1556.38,1.56
46,RITES,10.54,40.36,0.0,0.0,72.0,40.0,0.0,85.0,138.0,100000.0,100619.88,0.0,100619.88,619.88,0.62
47,KPITTECH,10.64,40.87,6.0,0.0,14.0,7.0,0.0,90.0,141.0,100000.0,91083.79,8795.7,99879.49,-120.51,-0.12
48,TEJASNET,10.43,38.61,0.0,0.0,26.0,15.0,0.0,90.0,112.0,100000.0,100743.82,0.0,100743.82,743.82,0.74
49,HINDCOPPER,10.65,45.05,0.0,0.0,74.0,41.0,0.0,124.0,98.0,100000.0,100731.61,0.0,100731.61,731.61,0.73
50,Mean,17.75,40.27,7.22,0.0,33.92,15.28,11.96,95.62,106.26,100000.0,95500.46,4264.23,99764.68,-235.32,-0.24
