,Symbol,Max Drawdown,Hit Rate,Holding Shares,Short Shares,Max Holding,Max Short,Out of Capital,Short Orders,Long Orders,Initial Capital,Current Capital,Holding Capital,Total Equity,Profit,Profit Percentage
36,BALAMINES,40.47,36.62,0.0,0.0,19.0,5.0,0.0,52.0,19.0,100000.0,101360.09,0.0,101360.09,1360.09,1.36
37,CERA,25.86,33.9,2.0,0.0,3.0,1.0,14.0,33.0,28.0,100000.0,85411.48,15271.5,100682.98,682.98,0.68
38,DALBHARAT,36.8,36.36,0.0,0.0,19.0,5.0,0.0,15.0,18.0,100000.0,99271.46,0.0,99271.46,-728.54,-0.73
39,FINEORG,27.32,36.36,0.0,0.0,5.0,2.0,0.0,27.0,28.0,100000.0,99568.18,0.0,99568.18,-431.82,-0.43
40,GRANULES,37.96,52.38,0.0,0.0,81.0,24.0,0.0,14.0,28.0,100000.0,103896.01,0.0,103896.01,3896.01,3.9
41,AJANTPHARM,30.08,42.0,0.0,0.0,10.0,4.0,0.0,19.0,31.0,100000.0,98619.44,0.0,98619.44,-1380.56,-1.38
42,INDIGO,17.22,42.86,2.0,0.0,5.0,3.0,0.0,12.0,17.0,100000.0,92521.12,9106.4,101627.52,1627.52,1.63
43,KEI,29.28,40.54,4.0,0.0,8.0,3.0,0.0,18.0,21.0,100000.0,83428.53,17719.6,101148.13,1148.13,1.15
44,LEMONTREE,41.26,26.0,125.0,0.0,275.0,83.0,0.0,25.0,27.0,100000.0,80808.24,19125.0,99933.24,-66.76,-0.07
45,MAZDOCK,33.38,30.88,0.0,0.0,31.0,10.0,0.0,27.0,41.0,100000.0,98369.86,0.0,98369.86,-1630.13,-1.63
46,RITES,46.78,32.5,0.0,0.0,132.0,40.0,0.0,31.0,49.0,100000.0,94875.32,0.0,94875.32,-5124.68,-5.12
47,KPITTECH,36.18,37.21,12.0,0.0,23.0,7.0,0.0,16.0,29.0,100000.0,81652.85,17591.4,99244.25,-755.75,-0.76
48,TEJASNET,20.98,26.32,0.0,0.0,25.0,13.0,0.0,17.0,21.0,100000.0,95933.02,0.0,95933.02,-4066.98,-4.07
49,HINDCOPPER,40.1,48.08,0.0,0.0,120.0,40.0,0.0,28.0,24.0,100000.0,99314.24,0.0,99314.24,-685.76,-0.69
50,Mean,25.51,36.35,9.78,0.0,35.26,14.52,1.94,15.46,17.62,100000.0,92701.4,7303.06,100004.46,4.46,0.0
