stock,profitPct,totalTrades,winRate,avgWinpct,avgLosspct,expentancypct,profitFactor
ADANIPORTS_minute,0.04,13,0.31,1.3,-0.61,-0.02,1.07
SUMICHEM_minute,0.04,23,0.48,2.16,-1.76,0.12,1.13
RAINBOW_minute,0.03,25,0.4,2.24,-1.31,0.11,1.14
FORTIS_minute,0.02,23,0.39,1.55,-1.03,-0.02,1.04
IREDA_minute,0.02,32,0.44,2.13,-1.56,0.05,1.06
DALBHARAT_minute,0.02,15,0.47,1.18,-0.97,0.03,1.07
JINDALSAW_minute,0.02,35,0.43,2.07,-1.45,0.06,1.07
SCHAEFFLER_minute,0.02,21,0.43,2.11,-1.42,0.09,1.12
EIHOTEL_minute,0.01,43,0.49,2.09,-1.85,0.07,1.08
LEMONTREE_minute,0.01,37,0.43,1.56,-1.13,0.03,1.05
KOTAKBANK_minute,0.01,5,0.4,0.72,-0.5,-0.01,0.96
JUSTDIAL_minute,0.01,35,0.46,1.9,-1.56,0.02,1.03
NHPC_minute,0.01,23,0.43,1.84,-1.56,-0.08,0.98
BSE_minute,-0.0,26,0.42,2.61,-1.9,0.01,1.01
AUROPHARMA_minute,-0.0,28,0.5,1.2,-1.26,-0.03,0.96
CHOLAFIN_minute,-0.01,17,0.41,1.52,-1.17,-0.06,0.91
AEGISLOG_minute,-0.01,38,0.39,3.59,-2.35,-0.0,1.04
CDSL_minute,-0.01,41,0.41,2.12,-1.4,0.06,1.08
ANGELONE_minute,-0.01,24,0.5,2.34,-2.23,0.06,1.05
TATACHEM_minute,-0.01,15,0.6,1.91,-2.69,0.07,1.06
SKFINDIA_minute,-0.02,28,0.54,1.15,-1.28,0.02,1.03
JKTYRE_minute,-0.03,40,0.53,1.27,-1.51,-0.05,0.98
PETRONET_minute,-0.03,19,0.47,1.55,-1.66,-0.14,0.93
IPCALAB_minute,-0.03,23,0.39,1.79,-1.27,-0.07,0.98
KIRLOSBROS_minute,-0.03,26,0.42,2.92,-1.39,0.44,1.55
BHARTIARTL_minute,-0.04,6,0.5,0.53,-0.55,-0.01,0.96
ZEEL_minute,-0.04,37,0.46,2.38,-1.94,0.05,1.05
RBLBANK_minute,-0.04,20,0.45,2.33,-2.28,-0.21,0.83
KARURVYSYA_minute,-0.04,22,0.45,1.44,-1.21,-0.0,0.99
BHARTIHEXA_minute,-0.04,15,0.4,1.88,-1.17,0.05,1.07
IDBI_minute,-0.04,42,0.5,1.44,-1.47,-0.02,0.98
BRIGADE_minute,-0.04,26,0.42,2.26,-1.87,-0.12,0.88
BOSCHLTD_minute,-0.04,27,0.48,1.03,-1.1,-0.07,0.94
HDFCBANK_minute,-0.05,4,0.25,1.44,-0.6,-0.09,0.8
NEWGEN_minute,-0.05,41,0.39,2.93,-1.85,0.01,1.01
TIINDIA_minute,-0.05,27,0.37,2.04,-1.36,-0.1,0.94
PAGEIND_minute,-0.05,18,0.5,1.08,-1.15,-0.03,0.94
BIKAJI_minute,-0.06,22,0.55,1.75,-2.09,0.01,1.01
NATCOPHARM_minute,-0.06,24,0.46,1.3,-1.18,-0.04,0.93
JSL_minute,-0.06,19,0.32,2.34,-1.23,-0.1,0.95
GRAPHITE_minute,-0.07,42,0.43,1.89,-1.49,-0.04,1.0
LTTS_minute,-0.07,20,0.65,0.66,-1.38,-0.05,0.89
MRF_minute,-0.07,28,0.46,0.76,-0.84,-0.1,0.84
ITC_minute,-0.07,7,0.57,0.57,-0.93,-0.07,0.82
ASAHIINDIA_minute,-0.07,34,0.47,1.56,-1.39,0.0,1.0
ULTRACEMCO_minute,-0.08,9,0.56,0.49,-1.05,-0.19,0.78
SBIN_minute,-0.08,1,0.0,0.0,-0.08,-0.08,0.0
THERMAX_minute,-0.09,36,0.44,1.42,-1.3,-0.09,0.92
MAHLIFE_minute,-0.09,14,0.43,1.12,-1.12,-0.16,0.75
JKCEMENT_minute,-0.09,28,0.39,1.87,-1.3,-0.05,0.93
APLLTD_minute,-0.09,36,0.5,1.74,-1.83,-0.04,0.95
FINEORG_minute,-0.09,25,0.44,1.88,-1.67,-0.11,0.88
PNB_minute,-0.1,11,0.45,1.65,-1.43,-0.03,0.96
SCI_minute,-0.1,45,0.49,1.83,-1.82,-0.03,0.96
JBCHEPHARM_minute,-0.1,23,0.48,0.77,-0.88,-0.09,0.8
TATACONSUM_minute,-0.1,9,0.67,0.92,-2.2,-0.12,0.84
CAMPUS_minute,-0.11,39,0.46,1.48,-1.46,-0.11,0.87
GUJGASLTD_minute,-0.11,27,0.41,1.72,-1.38,-0.12,0.86
DMART_minute,-0.12,18,0.44,1.31,-1.4,-0.19,0.83
OIL_minute,-0.12,31,0.42,1.85,-1.46,-0.07,0.91
TATAELXSI_minute,-0.12,24,0.33,1.23,-0.76,-0.1,0.81
PIDILITIND_minute,-0.12,21,0.52,0.71,-1.13,-0.17,0.76
JINDALSTEL_minute,-0.13,13,0.46,1.0,-1.28,-0.23,0.78
CELLO_minute,-0.13,35,0.46,1.56,-1.5,-0.1,0.88
GODREJPROP_minute,-0.14,13,0.54,1.27,-1.77,-0.13,0.84
MANAPPURAM_minute,-0.14,24,0.54,1.37,-1.93,-0.14,0.84
HAVELLS_minute,-0.14,24,0.46,1.11,-1.2,-0.14,0.78
TITAGARH_minute,-0.14,46,0.41,2.3,-1.88,-0.15,0.86
VIPIND_minute,-0.15,31,0.45,1.33,-1.33,-0.13,0.82
IRCON_minute,-0.15,46,0.41,2.12,-1.71,-0.13,0.91
MINDACORP_minute,-0.16,35,0.54,1.57,-2.13,-0.13,0.87
GAIL_minute,-0.16,13,0.62,0.83,-1.75,-0.16,0.76
HCLTECH_minute,-0.16,11,0.18,2.16,-0.73,-0.21,0.74
COALINDIA_minute,-0.16,10,0.4,1.43,-1.45,-0.29,0.79
OLECTRA_minute,-0.16,63,0.41,2.0,-1.61,-0.12,0.88
ZENSARTECH_minute,-0.16,38,0.39,1.63,-1.31,-0.15,0.81
MMFIN_minute,-0.17,27,0.44,1.64,-1.6,-0.16,0.82
BASF_minute,-0.17,31,0.52,1.96,-2.26,-0.08,0.99
NAM-INDIA_minute,-0.17,16,0.5,1.97,-2.09,-0.06,0.94
DEEPAKNTR_minute,-0.18,18,0.56,0.63,-1.13,-0.15,0.7
PFIZER_minute,-0.19,14,0.43,0.98,-1.17,-0.25,0.63
UBL_minute,-0.19,27,0.48,1.07,-1.37,-0.19,0.73
INDUSTOWER_minute,-0.19,16,0.44,1.36,-1.34,-0.16,0.79
DEVYANI_minute,-0.19,21,0.48,1.24,-1.49,-0.19,0.75
GRANULES_minute,-0.19,32,0.59,1.18,-1.8,-0.03,0.95
ANANTRAJ_minute,-0.19,37,0.43,1.62,-1.69,-0.26,0.73
JSWSTEEL_minute,-0.2,15,0.47,1.07,-1.42,-0.26,0.75
RAILTEL_minute,-0.2,64,0.41,1.8,-1.59,-0.21,0.77
JPPOWER_minute,-0.2,18,0.33,3.32,-1.81,-0.1,0.92
TORNTPHARM_minute,-0.2,26,0.38,0.99,-1.03,-0.25,0.6
CENTRALBK_minute,-0.2,27,0.33,1.63,-1.17,-0.23,0.79
WESTLIFE_minute,-0.21,42,0.45,1.34,-1.47,-0.2,0.75
SJVN_minute,-0.21,38,0.32,2.59,-1.47,-0.19,0.81
KPRMILL_minute,-0.21,29,0.31,3.25,-1.71,-0.17,0.85
HOMEFIRST_minute,-0.21,26,0.46,1.94,-2.03,-0.19,0.82
DOMS_minute,-0.21,34,0.5,1.45,-1.76,-0.16,0.82
INDIGO_minute,-0.21,14,0.5,1.18,-2.01,-0.41,0.69
HONAUT_minute,-0.21,24,0.42,0.91,-1.03,-0.22,0.63
CRAFTSMAN_minute,-0.21,25,0.48,1.39,-1.7,-0.22,0.76
ECLERX_minute,-0.22,27,0.56,1.44,-2.04,-0.11,0.88
ITI_minute,-0.22,48,0.38,2.47,-1.67,-0.12,0.89
DLF_minute,-0.22,11,0.45,1.77,-1.86,-0.21,0.8
LALPATHLAB_minute,-0.22,21,0.52,0.78,-1.4,-0.26,0.61
PVRINOX_minute,-0.23,25,0.56,0.97,-1.67,-0.19,0.74
SUPREMEIND_minute,-0.23,18,0.56,1.0,-1.93,-0.31,0.74
JSWINFRA_minute,-0.23,18,0.39,1.8,-1.56,-0.25,0.74
KIRLOSENG_minute,-0.24,22,0.36,2.01,-1.56,-0.26,0.74
REDINGTON_minute,-0.24,29,0.31,2.75,-1.52,-0.19,0.82
IGL_minute,-0.24,30,0.4,1.98,-1.77,-0.27,0.79
YESBANK_minute,-0.25,28,0.5,1.0,-1.46,-0.23,0.68
BIRLACORPN_minute,-0.25,18,0.39,0.72,-0.83,-0.22,0.56
GESHIP_minute,-0.25,36,0.42,1.71,-1.6,-0.22,0.76
RAYMOND_minute,-0.26,45,0.38,1.85,-1.54,-0.26,0.76
NETWORK18_minute,-0.26,29,0.34,3.29,-1.91,-0.11,0.91
PATANJALI_minute,-0.26,21,0.43,1.29,-1.51,-0.31,0.64
NBCC_minute,-0.27,30,0.4,2.0,-1.64,-0.18,0.82
ASTRAZEN_minute,-0.27,27,0.44,1.12,-1.28,-0.21,0.7
GRSE_minute,-0.28,41,0.37,3.28,-2.08,-0.12,0.95
CGCL_minute,-0.29,33,0.48,0.59,-1.14,-0.3,0.52
BBTC_minute,-0.29,25,0.4,1.98,-1.82,-0.3,0.73
PGHH_minute,-0.29,21,0.29,1.18,-0.99,-0.37,0.55
GNFC_minute,-0.29,27,0.44,1.14,-1.44,-0.3,0.63
CHOLAHLDNG_minute,-0.29,26,0.38,1.5,-1.41,-0.29,0.66
GRINDWELL_minute,-0.29,32,0.44,0.83,-1.15,-0.28,0.56
KPIL_minute,-0.29,30,0.5,1.89,-2.16,-0.13,0.88
PNBHOUSING_minute,-0.3,34,0.38,2.17,-1.83,-0.3,0.73
WIPRO_minute,-0.3,14,0.43,1.19,-1.54,-0.37,0.67
BERGEPAINT_minute,-0.3,20,0.4,0.93,-1.09,-0.28,0.57
LLOYDSME_minute,-0.3,27,0.33,1.81,-1.44,-0.36,0.66
BSOFT_minute,-0.3,17,0.53,1.49,-2.14,-0.22,0.78
BATAINDIA_minute,-0.31,24,0.38,0.77,-0.93,-0.3,0.49
FINPIPE_minute,-0.31,24,0.42,1.22,-1.33,-0.26,0.66
ZFCVINDIA_minute,-0.31,25,0.44,1.74,-1.92,-0.31,0.71
JUBLFOOD_minute,-0.31,13,0.23,1.01,-0.73,-0.33,0.41
HUDCO_minute,-0.31,38,0.45,2.34,-2.54,-0.36,0.74
IFCI_minute,-0.33,35,0.4,2.31,-1.92,-0.23,0.8
INOXWIND_minute,-0.33,43,0.37,2.42,-1.9,-0.29,0.78
KPITTECH_minute,-0.33,29,0.34,1.22,-1.27,-0.41,0.53
BAJAJHLDNG_minute,-0.33,29,0.34,1.49,-1.3,-0.34,0.6
SIGNATURE_minute,-0.34,13,0.38,1.13,-1.24,-0.33,0.57
TATASTEEL_minute,-0.35,8,0.25,3.41,-1.54,-0.3,0.74
PRAJIND_minute,-0.35,32,0.28,2.58,-1.26,-0.18,0.8
COLPAL_minute,-0.35,26,0.38,0.81,-1.09,-0.36,0.47
NUVOCO_minute,-0.35,21,0.33,1.43,-1.24,-0.35,0.58
BHARATFORG_minute,-0.35,14,0.64,1.26,-3.49,-0.44,0.65
MRPL_minute,-0.35,54,0.39,1.88,-1.83,-0.39,0.65
KSB_minute,-0.36,24,0.33,1.84,-1.45,-0.35,0.64
CHEMPLASTS_minute,-0.36,25,0.48,1.64,-2.21,-0.36,0.69
ALOKINDS_minute,-0.36,24,0.33,1.8,-1.37,-0.31,0.66
BAYERCROP_minute,-0.36,16,0.38,2.18,-1.84,-0.33,0.71
CIPLA_minute,-0.36,6,0.17,3.32,-1.18,-0.43,0.56
SPARC_minute,-0.37,23,0.26,3.06,-1.72,-0.47,0.63
GILLETTE_minute,-0.37,31,0.42,1.4,-1.57,-0.33,0.64
GPPL_minute,-0.37,42,0.45,0.94,-1.42,-0.35,0.57
MMTC_minute,-0.37,34,0.35,1.79,-1.55,-0.37,0.63
LICI_minute,-0.37,36,0.39,1.42,-1.53,-0.38,0.62
TATACOMM_minute,-0.38,18,0.39,0.68,-1.29,-0.52,0.41
DATAPATTNS_minute,-0.38,48,0.42,2.32,-2.09,-0.26,0.79
IRFC_minute,-0.38,54,0.3,1.56,-1.3,-0.46,0.53
IDFCFIRSTB_minute,-0.38,7,0.57,0.58,-1.56,-0.34,0.5
WELCORP_minute,-0.38,33,0.48,1.52,-2.13,-0.36,0.67
BALKRISIND_minute,-0.39,14,0.43,1.15,-1.52,-0.38,0.57
CERA_minute,-0.4,31,0.48,0.89,-1.53,-0.36,0.54
ESCORTS_minute,-0.4,16,0.44,0.99,-1.34,-0.32,0.58
TECHNOE_minute,-0.4,28,0.43,1.79,-2.12,-0.44,0.68
GSPL_minute,-0.4,16,0.25,1.26,-0.98,-0.42,0.47
KANSAINER_minute,-0.41,11,0.45,0.54,-1.21,-0.41,0.37
HEROMOTOCO_minute,-0.41,9,0.44,1.23,-1.77,-0.44,0.56
SUNTV_minute,-0.41,29,0.38,1.27,-1.42,-0.4,0.54
SUNDRMFAST_minute,-0.41,22,0.36,1.39,-1.44,-0.41,0.55
ATUL_minute,-0.41,29,0.38,0.95,-1.32,-0.46,0.46
IOB_minute,-0.41,39,0.33,1.56,-1.44,-0.44,0.56
DELHIVERY_minute,-0.42,22,0.32,1.23,-1.25,-0.46,0.49
GODREJAGRO_minute,-0.42,35,0.4,1.45,-1.67,-0.42,0.61
VGUARD_minute,-0.42,37,0.49,1.19,-2.05,-0.47,0.58
CEATLTD_minute,-0.43,23,0.43,1.45,-1.88,-0.43,0.59
APLAPOLLO_minute,-0.43,13,0.38,1.68,-1.76,-0.44,0.6
NESTLEIND_minute,-0.43,6,0.33,0.49,-0.9,-0.44,0.27
GRINFRA_minute,-0.43,35,0.37,1.23,-1.43,-0.44,0.51
RKFORGE_minute,-0.44,21,0.38,1.29,-1.57,-0.48,0.5
WELSPUNLIV_minute,-0.44,31,0.52,1.28,-2.21,-0.41,0.62
CIEINDIA_minute,-0.44,27,0.33,1.04,-1.18,-0.44,0.44
TVSSCS_minute,-0.44,23,0.35,2.43,-1.95,-0.43,0.66
MAXHEALTH_minute,-0.45,21,0.33,2.13,-1.71,-0.43,0.62
SUNDARMFIN_minute,-0.46,27,0.26,2.6,-1.55,-0.48,0.62
NMDC_minute,-0.46,8,0.38,1.36,-1.48,-0.42,0.55
CESC_minute,-0.46,27,0.44,1.36,-1.87,-0.43,0.58
LINDEINDIA_minute,-0.47,28,0.43,1.2,-1.7,-0.45,0.53
RATNAMANI_minute,-0.47,36,0.36,1.23,-1.43,-0.47,0.49
RCF_minute,-0.47,54,0.35,1.66,-1.64,-0.48,0.57
TANLA_minute,-0.47,36,0.39,1.58,-1.71,-0.43,0.59
