,Symbol,Max Drawdown,Hit Rate,Holding Shares,Short Shares,Max Holding,Max Short,Out of Capital,Short Orders,Long Orders,Initial Capital,Current Capital,Holding Capital,Total Equity,Profit,Profit Percentage
16,ULTRACEMCO,10.11,50.0,0.0,0.0,1.0,1.0,62.0,3.0,3.0,100000.0,99964.88,0.0,99964.88,-35.12,-0.04
17,SUNPHARMA,60.19,52.05,18.0,0.0,42.0,7.0,0.0,43.0,34.0,100000.0,74949.77,34020.0,108969.77,8969.77,8.97
18,WIPRO,80.75,45.98,33.0,0.0,328.0,44.0,0.0,38.0,51.0,100000.0,90123.14,9771.3,99894.44,-105.56,-0.11
19,HCLTECH,66.69,39.33,27.0,0.0,43.0,7.0,0.0,49.0,48.0,100000.0,52976.89,51969.6,104946.49,4946.49,4.95
20,ABFRL,42.57,38.89,38.0,0.0,204.0,52.0,0.0,32.0,41.0,100000.0,89512.17,8056.0,97568.17,-2431.83,-2.43
21,VOLTAS,58.8,45.57,5.0,0.0,46.0,9.0,0.0,44.0,36.0,100000.0,89914.83,8966.5,98881.33,-1118.67,-1.12
22,CHOLAFIN,49.21,40.0,8.0,0.0,37.0,9.0,0.0,35.0,41.0,100000.0,87887.6,9502.4,97390.0,-2610.0,-2.61
23,CROMPTON,52.4,33.77,58.0,0.0,177.0,36.0,0.0,33.0,47.0,100000.0,75529.44,22927.4,98456.84,-1543.16,-1.54
24,DEEPAKNTR,49.4,46.48,4.0,0.0,23.0,4.0,0.0,39.0,34.0,100000.0,91430.06,10000.0,101430.06,1430.06,1.43
25,GLENMARK,56.51,45.68,16.0,0.0,66.0,11.0,0.0,31.0,53.0,100000.0,84434.64,25790.4,110225.04,10225.04,10.23
26,JUBLFOOD,42.7,44.12,10.0,0.0,86.0,21.0,0.0,41.0,28.0,100000.0,93454.66,7160.0,100614.66,614.66,0.61
27,MUTHOOTFIN,59.5,43.53,30.0,0.0,30.0,7.0,0.0,52.0,44.0,100000.0,35972.45,64200.0,100172.45,172.45,0.17
28,PAGEIND,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,100000.0,100000.0,0.0,100000.0,0.0,0.0
29,PERSISTENT,43.59,50.7,1.0,0.0,9.0,2.0,10.0,33.0,39.0,100000.0,97254.81,6470.0,103724.81,3724.81,3.72
30,POLYCAB,40.79,46.58,0.0,0.0,9.0,2.0,7.0,35.0,38.0,100000.0,104214.31,0.0,104214.31,4214.31,4.21
31,SRF,47.66,41.56,2.0,0.0,21.0,4.0,0.0,39.0,39.0,100000.0,91867.82,4453.0,96320.82,-3679.18,-3.68
32,TATAELXSI,35.89,27.5,1.0,0.0,5.0,1.0,73.0,41.0,40.0,100000.0,93194.15,6787.0,99981.15,-18.85,-0.02
33,UBL,60.06,38.82,31.0,0.0,39.0,5.0,0.0,39.0,56.0,100000.0,43598.16,63240.0,106838.16,6838.16,6.84
34,ZYDUSLIFE,62.62,51.19,66.0,0.0,105.0,12.0,0.0,38.0,54.0,100000.0,54976.18,64086.0,119062.18,19062.18,19.06
35,AEGISLOG,50.38,50.0,45.0,0.0,124.0,27.0,0.0,50.0,62.0,100000.0,76669.39,36990.0,113659.39,13659.39,13.66
36,BALAMINES,61.43,36.0,0.0,0.0,28.0,5.0,0.0,90.0,35.0,100000.0,98121.42,0.0,98121.42,-1878.58,-1.88
37,CERA,32.65,31.43,3.0,0.0,5.0,1.0,33.0,35.0,38.0,100000.0,76802.12,22907.25,99709.37,-290.63,-0.29
38,DALBHARAT,46.0,39.68,8.0,0.0,22.0,5.0,0.0,36.0,29.0,100000.0,79805.52,14150.0,93955.52,-6044.48,-6.04
39,FINEORG,45.51,32.08,0.0,0.0,9.0,2.0,1.0,57.0,49.0,100000.0,94958.37,0.0,94958.37,-5041.63,-5.04
40,GRANULES,62.64,53.01,0.0,0.0,152.0,25.0,0.0,29.0,54.0,100000.0,121025.96,0.0,121025.96,21025.96,21.03
41,AJANTPHARM,49.86,44.32,2.0,0.0,17.0,4.0,0.0,37.0,52.0,100000.0,96305.76,5886.0,102191.76,2191.76,2.19
42,INDIGO,46.02,37.5,4.0,0.0,11.0,3.0,0.0,42.0,32.0,100000.0,83260.41,18212.8,101473.21,1473.21,1.47
43,KEI,50.59,38.2,4.0,0.0,12.0,3.0,0.0,45.0,46.0,100000.0,81896.93,17719.6,99616.53,-383.47,-0.38
44,LEMONTREE,58.64,24.04,201.0,0.0,404.0,78.0,0.0,43.0,66.0,100000.0,59034.4,30753.0,89787.4,-10212.6,-10.21
45,MAZDOCK,49.59,40.44,4.0,0.0,38.0,10.0,0.0,54.0,83.0,100000.0,100991.46,8903.6,109895.06,9895.06,9.9
46,RITES,56.63,39.69,56.0,0.0,181.0,40.0,0.0,49.0,84.0,100000.0,82838.99,16312.8,99151.79,-848.21,-0.85
47,KPITTECH,58.33,36.79,10.0,0.0,35.0,6.0,0.0,38.0,70.0,100000.0,84247.26,14659.5,98906.76,-1093.24,-1.09
48,TEJASNET,46.16,34.57,0.0,0.0,43.0,14.0,0.0,38.0,43.0,100000.0,98190.33,0.0,98190.33,-1809.67,-1.81
49,HINDCOPPER,55.67,39.8,0.0,0.0,164.0,42.0,0.0,48.0,50.0,100000.0,97695.79,0.0,97695.79,-2304.21,-2.3
50,Mean,48.75,39.3,25.2,0.0,70.94,14.44,6.8,34.84,39.54,100000.0,82013.45,18950.05,100963.5,963.5,0.96
