,Symbol,Max Drawdown,Hit Rate,Holding Shares,Short Shares,Max Holding,Max Short,Out of Capital,Short Orders,Long Orders,Initial Capital,Current Capital,Holding Capital,Total Equity,Profit,Profit Percentage
31,SRF,78.65,50.39,24.0,0.0,33.0,4.0,61.0,68.0,72.0,100000.0,39557.5,53436.0,92993.5,-7006.5,-7.01
32,TATAELXSI,40.81,25.45,0.0,0.0,5.0,1.0,182.0,25.0,30.0,100000.0,97769.75,0.0,97769.75,-2230.25,-2.23
33,UBL,80.23,46.5,37.0,0.0,45.0,5.0,14.0,80.0,94.0,100000.0,26617.92,75480.0,102097.92,2097.92,2.1
34,ZYDUSLIFE,90.05,56.1,108.0,0.0,122.0,14.0,28.0,76.0,114.0,100000.0,15366.27,104868.0,120234.27,20234.27,20.23
35,AEGISLOG,65.04,46.12,93.0,0.0,171.0,28.0,0.0,107.0,109.0,100000.0,44107.53,76446.0,120553.53,20553.53,20.55
36,BALAMINES,77.08,26.82,2.0,0.0,31.0,4.0,6.0,144.0,77.0,100000.0,80228.11,3571.8,83799.91,-16200.09,-16.2
37,CERA,39.64,47.54,4.0,0.0,5.0,1.0,142.0,32.0,33.0,100000.0,71380.38,30543.0,101923.38,1923.38,1.92
38,DALBHARAT,80.95,34.9,10.0,0.0,37.0,5.0,3.0,77.0,76.0,100000.0,65479.07,17687.5,83166.57,-16833.43,-16.83
39,FINEORG,61.2,38.06,4.0,0.0,13.0,2.0,83.0,81.0,56.0,100000.0,82964.86,17872.0,100836.86,836.86,0.84
40,GRANULES,87.09,50.3,122.0,0.0,219.0,24.0,30.0,67.0,105.0,100000.0,69259.2,71864.1,141123.3,41123.3,41.12
41,AJANTPHARM,71.45,40.61,16.0,0.0,31.0,4.0,0.0,92.0,115.0,100000.0,53581.21,47088.0,100669.21,669.21,0.67
42,INDIGO,67.78,55.37,16.0,0.0,23.0,3.0,77.0,72.0,61.0,100000.0,40600.97,72851.2,113452.17,13452.17,13.45
43,KEI,62.75,41.32,5.0,0.0,20.0,3.0,47.0,86.0,84.0,100000.0,78312.88,22149.5,100462.38,462.38,0.46
44,LEMONTREE,91.43,28.79,624.0,0.0,653.0,75.0,0.0,86.0,137.0,100000.0,8287.04,95472.0,103759.04,3759.04,3.76
45,MAZDOCK,67.19,45.02,23.0,0.0,69.0,9.0,0.0,83.0,134.0,100000.0,85767.53,51195.7,136963.23,36963.23,36.96
46,RITES,85.26,33.94,90.0,0.0,260.0,40.0,0.0,85.0,138.0,100000.0,61393.89,26217.0,87610.89,-12389.11,-12.39
47,KPITTECH,74.86,29.91,44.0,0.0,45.0,5.0,0.0,90.0,141.0,100000.0,22504.79,64501.8,87006.59,-12993.41,-12.99
48,TEJASNET,77.27,29.95,25.0,0.0,77.0,13.0,0.0,90.0,112.0,100000.0,66944.44,29575.0,96519.44,-3480.56,-3.48
49,HINDCOPPER,76.52,36.04,0.0,0.0,282.0,41.0,0.0,124.0,98.0,100000.0,90991.86,0.0,90991.86,-9008.14,-9.01
50,Mean,74.14,44.14,72.16,0.0,119.46,13.8,58.6,72.76,82.48,100000.0,49943.01,55200.45,105143.46,5143.46,5.14
