,Symbol,Max Drawdown,Hit Rate,Holding Shares,Short Shares,Max Holding,Max Short,Out of Capital,Short Orders,Long Orders,Initial Capital,Current Capital,Holding Capital,Total Equity,Profit,Profit Percentage
15,TATASTEEL,80.85,34.1,297.0,0.0,480.0,75.0,0.0,71.0,109.0,100000.0,49420.15,40080.15,89500.3,-10499.7,-10.5
16,ULTRACEMCO,10.26,25.0,0.0,0.0,1.0,0.0,167.0,0.0,4.0,100000.0,99702.08,0.0,99702.08,-297.92,-0.3
17,SUNPHARMA,77.04,59.84,38.0,0.0,61.0,7.0,50.0,65.0,67.0,100000.0,51637.75,71820.0,123457.75,23457.75,23.46
18,WIPRO,89.29,45.18,29.0,0.0,375.0,44.0,0.0,86.0,116.0,100000.0,96316.92,8586.9,104903.82,4903.82,4.9
19,HCLTECH,82.23,38.55,36.0,0.0,54.0,7.0,9.0,96.0,96.0,100000.0,34364.91,69292.8,103657.71,3657.71,3.66
20,ABFRL,55.81,39.47,111.0,0.0,395.0,53.0,0.0,59.0,96.0,100000.0,74765.91,23532.0,98297.91,-1702.09,-1.7
21,VOLTAS,72.92,42.51,6.0,0.0,56.0,8.0,0.0,79.0,90.0,100000.0,89618.85,10759.8,100378.65,378.65,0.38
22,CHOLAFIN,71.95,39.31,21.0,0.0,50.0,8.0,0.0,66.0,82.0,100000.0,70464.32,24943.8,95408.12,-4591.88,-4.59
23,CROMPTON,68.73,32.9,72.0,0.0,229.0,36.0,0.0,76.0,83.0,100000.0,67660.11,28461.6,96121.71,-3878.29,-3.88
24,DEEPAKNTR,56.6,43.66,10.0,0.0,27.0,4.0,0.0,78.0,68.0,100000.0,77008.76,25000.0,102008.76,2008.76,2.01
25,GLENMARK,64.92,46.95,27.0,0.0,76.0,11.0,0.0,75.0,94.0,100000.0,77033.58,43521.3,120554.88,20554.88,20.55
26,JUBLFOOD,68.87,46.0,43.0,0.0,121.0,20.0,0.0,91.0,64.0,100000.0,71109.0,30788.0,101897.0,1897.0,1.9
27,MUTHOOTFIN,69.13,42.86,37.0,0.0,47.0,6.0,0.0,82.0,82.0,100000.0,23367.24,79180.0,102547.24,2547.24,2.55
28,PAGEIND,0.0,0.0,0.0,0.0,0.0,0.0,163.0,0.0,0.0,100000.0,100000.0,0.0,100000.0,0.0,0.0
29,PERSISTENT,49.5,50.69,1.0,0.0,14.0,2.0,34.0,72.0,73.0,100000.0,106892.82,6470.0,113362.82,13362.82,13.36
30,POLYCAB,53.91,45.45,1.0,0.0,12.0,2.0,42.0,67.0,66.0,100000.0,101420.8,7275.0,108695.8,8695.8,8.7
31,SRF,72.41,42.45,1.0,0.0,32.0,4.0,3.0,73.0,67.0,100000.0,92830.03,2226.5,95056.53,-4943.47,-4.94
32,TATAELXSI,40.01,33.33,1.0,0.0,5.0,1.0,124.0,46.0,48.0,100000.0,93975.63,6787.0,100762.63,762.63,0.76
33,UBL,71.85,48.55,36.0,0.0,45.0,5.0,5.0,70.0,81.0,100000.0,35758.0,73440.0,109198.0,9198.0,9.2
34,ZYDUSLIFE,77.71,57.78,102.0,0.0,120.0,13.0,19.0,59.0,93.0,100000.0,32330.65,99042.0,131372.65,31372.65,31.37
35,AEGISLOG,57.51,48.02,56.0,0.0,156.0,28.0,0.0,89.0,93.0,100000.0,73586.19,46032.0,119618.19,19618.19,19.62
36,BALAMINES,74.58,30.65,4.0,0.0,32.0,4.0,0.0,133.0,67.0,100000.0,85705.89,7143.6,92849.49,-7150.51,-7.15
37,CERA,38.87,41.57,5.0,0.0,5.0,1.0,75.0,47.0,47.0,100000.0,65695.01,38178.75,103873.76,3873.76,3.87
38,DALBHARAT,51.28,42.45,11.0,0.0,26.0,5.0,0.0,56.0,53.0,100000.0,71795.99,19456.25,91252.24,-8747.76,-8.75
39,FINEORG,50.94,34.68,2.0,0.0,9.0,2.0,11.0,94.0,80.0,100000.0,83438.5,8936.0,92374.5,-7625.5,-7.63
40,GRANULES,77.44,50.65,73.0,0.0,197.0,23.0,0.0,65.0,93.0,100000.0,85251.81,43000.65,128252.46,28252.46,28.25
41,AJANTPHARM,57.71,47.27,2.0,0.0,23.0,4.0,0.0,75.0,91.0,100000.0,103241.6,5886.0,109127.6,9127.6,9.13
42,INDIGO,60.22,43.07,6.0,0.0,15.0,3.0,15.0,70.0,73.0,100000.0,77743.34,27319.2,105062.54,5062.54,5.06
43,KEI,56.87,41.46,6.0,0.0,14.0,3.0,6.0,81.0,87.0,100000.0,75759.2,26579.4,102338.6,2338.6,2.34
44,LEMONTREE,73.74,33.51,161.0,0.0,551.0,77.0,0.0,71.0,120.0,100000.0,70767.63,24633.0,95400.63,-4599.37,-4.6
45,MAZDOCK,57.34,46.19,5.0,0.0,54.0,9.0,0.0,75.0,123.0,100000.0,110467.06,11129.5,121596.56,21596.56,21.6
46,RITES,74.62,44.06,90.0,0.0,254.0,40.0,0.0,82.0,123.0,100000.0,77697.17,26217.0,103914.17,3914.17,3.91
47,KPITTECH,64.54,37.43,18.0,0.0,47.0,6.0,0.0,76.0,115.0,100000.0,72824.63,26387.1,99211.73,-788.27,-0.79
48,TEJASNET,69.39,35.62,11.0,0.0,72.0,13.0,0.0,74.0,88.0,100000.0,83196.49,13013.0,96209.49,-3790.51,-3.79
49,HINDCOPPER,61.26,42.16,0.0,0.0,186.0,42.0,0.0,102.0,83.0,100000.0,98218.7,0.0,98218.7,-1781.3,-1.78
50,Mean,65.25,42.74,38.42,0.0,100.2,14.2,21.0,69.6,79.14,100000.0,71618.8,31469.82,103088.62,3088.62,3.09
